Land_ID,Location,State,District,Land_Type,Area_Acres,Current_Price_Per_Acre,Total_Value,Year_Purchased,Distance_to_Highway_KM,Distance_to_City_KM,Distance_to_Airport_KM,Water_Availability,Electricity_Availability,Zoning,Annual_Appreciation_Percent,Risk_Score,Market_Demand_Index,Expected_ROI_5Y,Population_Growth_Rate,Infrastructure_Score,Flood_Risk,Rental_Yield_Percent,Government_Project_Score,Road_Connectivity_Score,Last_Updated
L03748,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Agricultural,5.37,9205862,49435478.94,2017,25.9,63.2,74.8,No,No,Agricultural,16.79,4,87,52,1.46,62,1,10.28,63,90,2026-05-29
L03749,Sambalpur,Odisha,Sambalpur,Residential,8.19,12926594,105868804.86,2024,35.5,27.1,3.0,Yes,No,Industrial,6.36,1,73,44,1.33,72,1,4.66,67,84,2026-05-29
L03750,Hyderabad,Telangana,Hyderabad,Residential,1.57,7829805,12292793.85,2024,39.2,24.6,79.3,No,No,Commercial,16.76,2,83,20,4.37,52,4,1.73,88,91,2026-05-29
L03751,Bhubaneswar,Odisha,Khordha,Agricultural,18.02,8373174,150884595.48,2021,16.8,22.9,23.3,No,No,Agricultural,22.28,1,70,27,4.71,45,2,10.15,45,41,2026-05-29
L03752,Hyderabad,Telangana,Hyderabad,Residential,2.2,3024524,6653952.8,2022,17.8,51.8,66.8,Yes,No,Mixed Use,10.71,4,91,47,5.33,49,3,1.85,47,61,2026-05-29
L03753,Rourkela,Odisha,Sundargarh,Commercial,16.22,1336516,21678289.52,2016,44.6,24.1,69.3,Yes,Yes,Residential,13.23,4,100,101,1.12,65,3,2.5,47,71,2026-05-29
L03754,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Commercial,4.26,4631405,19729785.3,2020,47.3,64.6,78.8,No,Yes,Agricultural,11.29,5,94,122,1.82,78,5,7.91,92,50,2026-05-29
L03755,Bengaluru,Karnataka,Bengaluru Urban,Commercial,23.06,12074906,278447332.36,2015,48.8,79.4,94.5,Yes,Yes,Residential,11.1,4,43,122,3.74,65,5,5.41,57,55,2026-05-29
L03756,Pune,Maharashtra,Pune,Industrial,12.8,9592313,122781606.4,2015,36.6,31.3,102.1,Yes,Yes,Residential,23.13,3,98,141,1.47,74,4,6.47,51,68,2026-05-29
L03757,Bengaluru,Karnataka,Bengaluru Urban,Industrial,17.27,12469823,215353843.21,2026,14.7,4.6,62.0,No,Yes,Commercial,7.4,1,75,96,3.48,49,4,6.44,55,47,2026-05-29
L03758,Puri,Odisha,Puri,Agricultural,22.72,8253465,187518724.8,2024,10.0,1.9,47.7,Yes,No,Agricultural,24.23,5,55,31,5.06,40,3,11.21,47,69,2026-05-29
L03759,Bhubaneswar,Odisha,Khordha,Residential,15.1,11549923,174403837.3,2024,29.3,45.2,55.4,Yes,No,Commercial,5.02,1,68,148,4.57,75,3,8.94,82,47,2026-05-29
L03760,Bhubaneswar,Odisha,Khordha,Industrial,9.73,4338366,42212301.18,2025,37.3,44.8,81.8,Yes,Yes,Industrial,8.2,5,44,94,4.03,94,5,3.13,62,99,2026-05-29
L03761,Pune,Maharashtra,Pune,Residential,3.09,12795754,39538879.86,2018,9.4,14.7,113.6,Yes,No,Residential,10.88,3,54,32,2.51,76,2,11.88,54,57,2026-05-29
L03762,Sambalpur,Odisha,Sambalpur,Industrial,15.88,8081273,128330615.24,2020,6.8,51.4,93.2,Yes,No,Industrial,14.05,5,85,74,5.82,77,5,9.97,41,44,2026-05-29
L03763,Bhubaneswar,Odisha,Khordha,Agricultural,22.94,1907232,43751902.08,2018,42.8,77.3,3.2,Yes,Yes,Mixed Use,20.17,3,45,96,4.95,80,5,5.7,57,84,2026-05-29
L03764,Cuttack,Odisha,Cuttack,Industrial,22.77,1278457,29110465.89,2015,1.4,71.0,11.1,Yes,No,Residential,19.51,3,40,48,3.39,89,4,8.36,73,46,2026-05-29
L03765,Hyderabad,Telangana,Hyderabad,Commercial,24.32,541520,13169766.4,2021,40.0,43.4,65.7,Yes,No,Residential,3.93,1,57,95,4.2,45,5,6.58,71,41,2026-05-29
L03766,Bengaluru,Karnataka,Bengaluru Urban,Agricultural,9.0,13447097,121023873.0,2023,43.4,6.9,19.5,No,Yes,Residential,11.4,5,69,132,3.94,58,2,10.48,99,49,2026-05-29
L03767,Puri,Odisha,Puri,Residential,21.69,3468035,75221679.15,2016,4.8,62.8,9.0,No,Yes,Industrial,3.98,4,46,45,4.03,99,5,10.48,59,69,2026-05-29
L03768,Rourkela,Odisha,Sundargarh,Agricultural,15.41,4595940,70823435.4,2017,42.3,18.4,72.4,Yes,No,Agricultural,9.06,5,68,22,1.74,97,1,8.19,95,97,2026-05-29
L03769,Bengaluru,Karnataka,Bengaluru Urban,Commercial,19.2,12603862,241994150.4,2017,43.7,24.4,101.4,No,No,Residential,20.57,5,99,126,1.87,60,2,9.48,75,82,2026-05-29
L03770,Chennai,Tamil Nadu,Chennai,Commercial,15.62,580373,9065426.26,2026,14.4,9.5,48.5,No,Yes,Mixed Use,9.54,5,53,83,4.43,55,2,11.5,56,93,2026-05-29
L03771,Bhubaneswar,Odisha,Khordha,Residential,3.76,2590170,9739039.2,2017,46.2,22.5,62.0,Yes,Yes,Commercial,7.45,5,79,98,3.27,82,2,11.72,80,59,2026-05-29
L03772,Hyderabad,Telangana,Hyderabad,Residential,22.32,10568714,235893696.48,2018,30.7,73.3,72.2,No,Yes,Agricultural,3.87,3,49,97,5.95,55,3,11.83,93,46,2026-05-29
L03773,Hyderabad,Telangana,Hyderabad,Commercial,9.95,12609035,125459898.25,2026,9.4,26.9,24.2,No,No,Residential,5.49,1,59,29,2.12,92,1,6.68,68,94,2026-05-29
L03774,Pune,Maharashtra,Pune,Commercial,16.41,13041642,214013345.22,2026,26.6,78.6,8.2,No,Yes,Mixed Use,19.24,4,63,121,4.55,74,3,2.86,77,84,2026-05-29
L03775,Puri,Odisha,Puri,Agricultural,2.47,1948971,4813958.37,2021,14.2,55.9,8.9,Yes,No,Residential,7.83,3,86,127,4.3,57,3,5.22,62,42,2026-05-29
L03776,Sambalpur,Odisha,Sambalpur,Agricultural,10.87,13517466,146934855.42,2022,2.7,20.2,64.2,No,No,Commercial,21.45,2,47,130,4.07,93,1,3.23,72,62,2026-05-29
L03777,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Residential,6.32,975291,6163839.12,2021,12.4,68.1,78.4,Yes,Yes,Industrial,19.27,2,81,85,5.79,54,4,11.32,64,88,2026-05-29
L03778,Rourkela,Odisha,Sundargarh,Industrial,7.88,14661951,115536173.88,2022,30.0,63.8,13.8,Yes,Yes,Residential,17.31,5,89,65,2.39,61,1,2.14,64,92,2026-05-29
L03779,Bhubaneswar,Odisha,Khordha,Agricultural,24.09,11299721,272210278.89,2016,11.5,22.1,40.5,No,No,Agricultural,9.17,2,82,77,5.77,92,3,9.5,45,67,2026-05-29
L03780,Bhubaneswar,Odisha,Khordha,Commercial,22.32,9747648,217567503.36,2016,37.3,56.3,13.6,Yes,No,Commercial,22.39,5,74,87,3.8,63,3,11.42,96,47,2026-05-29
L03781,Rourkela,Odisha,Sundargarh,Industrial,1.85,5008576,9265865.6,2024,39.9,6.5,76.6,Yes,No,Commercial,24.21,5,73,57,0.74,71,2,1.32,84,78,2026-05-29
L03782,Puri,Odisha,Puri,Residential,0.52,11294371,5873072.92,2021,16.2,25.6,9.2,No,No,Mixed Use,9.5,1,45,88,2.25,60,5,4.52,69,52,2026-05-29
L03783,Chennai,Tamil Nadu,Chennai,Residential,13.39,2038190,27291364.1,2025,36.2,4.4,37.5,Yes,Yes,Commercial,13.37,2,41,95,3.65,77,1,4.4,61,74,2026-05-29
L03784,Rourkela,Odisha,Sundargarh,Agricultural,16.4,14151646,232086994.4,2019,41.1,34.7,117.3,Yes,No,Agricultural,5.11,2,65,138,2.47,65,5,3.18,69,93,2026-05-29
L03785,Rourkela,Odisha,Sundargarh,Agricultural,5.89,9731558,57318876.62,2021,19.9,15.3,107.1,No,Yes,Agricultural,16.32,4,79,102,3.63,46,5,2.42,51,70,2026-05-29
L03786,Sambalpur,Odisha,Sambalpur,Industrial,6.1,1454416,8871937.6,2015,6.2,78.7,60.5,No,No,Mixed Use,8.93,3,75,91,2.02,92,1,11.47,44,41,2026-05-29
L03787,Rourkela,Odisha,Sundargarh,Commercial,8.24,6647110,54772186.4,2025,40.3,9.3,17.3,No,Yes,Industrial,19.31,1,70,26,4.12,76,1,5.92,71,53,2026-05-29
L03788,Bhubaneswar,Odisha,Khordha,Agricultural,12.44,5058516,62927939.04,2015,4.5,32.8,67.1,No,No,Agricultural,16.9,5,95,44,5.53,69,1,10.66,86,62,2026-05-29
L03789,Cuttack,Odisha,Cuttack,Agricultural,5.56,5652273,31426637.88,2016,3.5,54.5,104.9,No,Yes,Residential,12.27,3,50,122,4.4,81,1,11.09,78,65,2026-05-29
L03790,Puri,Odisha,Puri,Residential,14.24,6066560,86387814.4,2017,22.2,26.7,64.1,Yes,No,Mixed Use,24.22,2,93,80,4.58,92,2,4.18,72,71,2026-05-29
L03791,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Residential,15.01,7417517,111336930.17,2017,12.6,56.2,22.8,No,No,Agricultural,15.75,2,82,20,3.41,84,4,7.99,45,86,2026-05-29
L03792,Chennai,Tamil Nadu,Chennai,Industrial,9.2,10535209,96923922.8,2020,45.3,74.0,18.4,Yes,Yes,Residential,18.19,4,76,132,2.43,60,1,9.7,79,90,2026-05-29
L03793,Sambalpur,Odisha,Sambalpur,Industrial,23.9,2044386,48860825.4,2025,37.1,31.1,108.5,Yes,Yes,Residential,7.92,3,59,35,2.81,89,2,10.35,72,72,2026-05-29
L03794,Bengaluru,Karnataka,Bengaluru Urban,Agricultural,21.23,14497610,307784260.3,2025,39.2,63.0,56.3,Yes,No,Industrial,22.07,3,50,124,0.55,85,2,10.45,91,44,2026-05-29
L03795,Bengaluru,Karnataka,Bengaluru Urban,Agricultural,8.04,9223843,74159697.72,2024,48.4,6.1,33.0,Yes,Yes,Agricultural,14.74,2,64,101,1.13,87,4,1.83,67,82,2026-05-29
L03796,Rourkela,Odisha,Sundargarh,Agricultural,13.38,4195714,56138653.32,2018,44.7,22.2,97.2,Yes,Yes,Agricultural,7.98,1,47,24,4.94,43,2,5.79,50,47,2026-05-29
L03797,Puri,Odisha,Puri,Industrial,11.47,1548719,17763806.93,2017,17.8,36.2,90.5,Yes,Yes,Agricultural,7.74,3,77,128,0.6,45,1,6.13,61,63,2026-05-29
L03798,Rourkela,Odisha,Sundargarh,Industrial,20.23,1339902,27106217.46,2019,1.4,68.2,119.9,No,No,Commercial,22.28,1,45,59,4.14,58,4,8.11,42,54,2026-05-29
L03799,Chennai,Tamil Nadu,Chennai,Residential,15.44,7726155,119291833.2,2021,24.6,3.0,16.8,No,Yes,Residential,17.06,3,73,39,2.02,91,1,2.41,71,43,2026-05-29
L03800,Puri,Odisha,Puri,Commercial,14.55,14457549,210357337.95,2016,14.3,18.9,49.2,Yes,Yes,Commercial,16.24,3,82,89,3.77,50,5,6.43,76,70,2026-05-29
L03801,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Agricultural,21.98,9591896,210829874.08,2026,14.4,64.3,22.5,No,No,Agricultural,24.24,2,67,48,3.14,93,4,11.96,60,89,2026-05-29
L03802,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Industrial,11.49,2018628,23194035.72,2016,37.0,26.0,74.1,Yes,Yes,Mixed Use,23.88,3,76,46,4.13,91,1,7.66,51,94,2026-05-29
L03803,Cuttack,Odisha,Cuttack,Residential,3.38,4011130,13557619.4,2017,49.0,16.1,17.6,Yes,Yes,Agricultural,7.69,4,54,138,0.89,74,2,8.84,77,65,2026-05-29
L03804,Sambalpur,Odisha,Sambalpur,Commercial,7.17,4802360,34432921.2,2017,36.8,47.9,53.0,No,Yes,Industrial,14.04,3,54,63,5.46,66,5,1.19,40,87,2026-05-29
L03805,Cuttack,Odisha,Cuttack,Industrial,12.81,7337248,93990146.88,2025,27.7,51.5,70.1,No,Yes,Commercial,13.45,3,68,70,5.97,43,3,9.91,98,97,2026-05-29
L03806,Rourkela,Odisha,Sundargarh,Residential,5.22,10634709,55513180.98,2026,31.4,50.0,25.2,Yes,No,Commercial,12.17,4,57,24,0.99,87,1,10.95,55,87,2026-05-29
L03807,Rourkela,Odisha,Sundargarh,Residential,16.14,6815908,110008755.12,2015,3.2,22.8,82.8,Yes,Yes,Residential,20.17,1,85,128,4.41,75,1,10.41,80,69,2026-05-29
L03808,Puri,Odisha,Puri,Industrial,8.39,12729713,106802292.07,2015,16.5,47.2,99.5,No,Yes,Mixed Use,24.05,5,94,129,5.11,75,5,7.19,95,66,2026-05-29
L03809,Hyderabad,Telangana,Hyderabad,Industrial,7.34,2763623,20284992.82,2020,48.7,58.0,119.0,Yes,No,Agricultural,17.53,4,50,125,1.03,47,1,5.31,97,45,2026-05-29
L03810,Sambalpur,Odisha,Sambalpur,Industrial,18.39,9831358,180798673.62,2020,9.1,7.3,73.0,Yes,No,Residential,15.85,1,64,72,1.14,46,5,2.16,49,64,2026-05-29
L03811,Hyderabad,Telangana,Hyderabad,Agricultural,17.85,12795552,228400603.2,2025,49.8,62.1,31.9,No,Yes,Mixed Use,19.51,2,78,57,2.68,94,2,1.89,74,61,2026-05-29
L03812,Chennai,Tamil Nadu,Chennai,Agricultural,2.45,8826658,21625312.1,2015,33.3,28.7,30.0,No,No,Residential,7.61,5,48,48,1.97,54,4,9.86,97,65,2026-05-29
L03813,Sambalpur,Odisha,Sambalpur,Industrial,16.14,1937063,31264196.82,2026,9.3,65.2,96.7,Yes,Yes,Mixed Use,24.38,5,86,80,3.33,96,1,5.55,64,43,2026-05-29
L03814,Puri,Odisha,Puri,Industrial,10.52,7618203,80143495.56,2016,27.0,30.1,48.4,Yes,No,Mixed Use,12.59,3,45,98,3.8,59,5,8.99,96,76,2026-05-29
L03815,Puri,Odisha,Puri,Commercial,5.28,664927,3510814.56,2026,49.2,1.5,55.9,Yes,No,Mixed Use,8.84,5,63,77,0.75,72,1,7.11,47,85,2026-05-29
L03816,Bhubaneswar,Odisha,Khordha,Agricultural,11.0,13981231,153793541.0,2026,42.1,44.6,27.2,No,No,Residential,16.9,1,53,28,4.1,57,1,5.86,55,84,2026-05-29
L03817,Pune,Maharashtra,Pune,Commercial,13.46,1213556,16334463.76,2021,26.2,52.5,16.6,Yes,Yes,Mixed Use,24.95,1,73,29,4.08,46,4,10.78,74,60,2026-05-29
L03818,Hyderabad,Telangana,Hyderabad,Agricultural,24.33,9747501,237156699.33,2018,32.2,51.4,3.0,Yes,No,Mixed Use,14.48,4,40,141,2.4,80,5,11.03,54,63,2026-05-29
L03819,Cuttack,Odisha,Cuttack,Agricultural,4.6,9055774,41656560.4,2024,21.6,77.8,117.4,Yes,No,Residential,12.3,2,100,110,3.26,40,4,7.57,41,65,2026-05-29
L03820,Bhubaneswar,Odisha,Khordha,Agricultural,11.27,10013479,112851908.33,2020,1.2,30.7,46.2,No,Yes,Residential,10.34,2,96,45,1.02,70,2,10.9,66,95,2026-05-29
L03821,Sambalpur,Odisha,Sambalpur,Commercial,1.25,1667382,2084227.5,2015,30.6,7.3,114.4,No,Yes,Industrial,15.76,4,70,52,1.33,43,5,8.58,61,97,2026-05-29
L03822,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Residential,10.9,2795034,30465870.6,2017,23.0,58.3,46.7,No,Yes,Mixed Use,11.76,2,95,67,3.82,69,5,1.86,88,55,2026-05-29
L03823,Bhubaneswar,Odisha,Khordha,Industrial,23.84,13894032,331233722.88,2019,11.5,58.9,110.3,No,Yes,Commercial,6.98,3,44,24,3.24,69,2,7.74,82,91,2026-05-29
L03824,Chennai,Tamil Nadu,Chennai,Residential,17.97,13386558,240556447.26,2022,9.7,27.7,9.1,Yes,No,Mixed Use,6.06,3,58,41,5.71,52,4,8.41,58,50,2026-05-29
L03825,Cuttack,Odisha,Cuttack,Agricultural,8.19,7359068,60270766.92,2021,8.8,67.0,55.8,No,No,Mixed Use,21.87,4,70,53,5.02,90,4,11.05,49,48,2026-05-29
L03826,Sambalpur,Odisha,Sambalpur,Industrial,12.35,10755007,132824336.45,2015,14.0,49.2,12.1,Yes,No,Agricultural,6.14,1,48,70,5.62,93,3,3.47,86,73,2026-05-29
L03827,Puri,Odisha,Puri,Residential,11.77,5350697,62977703.69,2025,15.3,37.8,10.9,No,No,Mixed Use,22.8,4,81,143,5.15,54,1,8.65,75,68,2026-05-29
L03828,Pune,Maharashtra,Pune,Commercial,8.32,13897109,115623946.88,2016,41.8,15.8,114.4,Yes,No,Mixed Use,8.36,1,44,46,5.71,83,4,11.59,60,75,2026-05-29
L03829,Pune,Maharashtra,Pune,Commercial,8.64,9985207,86272188.48,2024,48.0,65.6,118.0,Yes,Yes,Mixed Use,4.57,1,67,26,4.07,66,5,3.43,49,47,2026-05-29
L03830,Hyderabad,Telangana,Hyderabad,Residential,7.28,4696436,34190054.08,2025,17.8,34.1,63.7,No,No,Mixed Use,20.69,2,69,148,2.36,51,3,2.7,62,79,2026-05-29
L03831,Cuttack,Odisha,Cuttack,Residential,9.94,7014906,69728165.64,2023,49.1,16.7,14.0,Yes,No,Residential,18.99,3,88,119,0.93,53,4,9.45,42,53,2026-05-29
L03832,Cuttack,Odisha,Cuttack,Residential,0.53,13097363,6941602.39,2016,27.8,63.6,117.6,Yes,Yes,Commercial,12.92,4,99,112,0.92,59,3,8.6,60,84,2026-05-29
L03833,Puri,Odisha,Puri,Industrial,17.35,11558117,200533329.95,2026,35.6,31.8,59.1,No,No,Residential,21.33,5,55,104,0.72,45,2,6.43,52,42,2026-05-29
L03834,Sambalpur,Odisha,Sambalpur,Residential,13.9,12756852,177320242.8,2016,32.1,74.9,104.1,Yes,Yes,Mixed Use,24.15,5,65,44,5.56,61,1,8.62,55,84,2026-05-29
L03835,Bhubaneswar,Odisha,Khordha,Agricultural,23.86,11614404,277119679.44,2020,22.8,13.2,62.5,Yes,No,Mixed Use,6.74,5,52,70,3.83,56,4,1.48,77,65,2026-05-29
L03836,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Industrial,9.69,5621366,54471036.54,2021,36.3,5.8,11.6,Yes,Yes,Commercial,6.13,4,68,43,1.51,60,5,8.71,98,55,2026-05-29
L03837,Bengaluru,Karnataka,Bengaluru Urban,Industrial,16.94,7564229,128138039.26,2026,26.4,76.3,68.9,Yes,No,Commercial,14.54,4,85,51,3.62,59,4,3.3,50,99,2026-05-29
L03838,Chennai,Tamil Nadu,Chennai,Industrial,20.41,9293966,189689846.06,2023,35.7,27.0,80.1,Yes,No,Commercial,12.86,4,88,37,3.7,43,3,7.83,95,49,2026-05-29
L03839,Pune,Maharashtra,Pune,Residential,24.87,10218400,254131608.0,2018,33.7,13.8,46.4,No,Yes,Residential,17.88,1,75,98,1.81,57,3,4.66,56,100,2026-05-29
L03840,Rourkela,Odisha,Sundargarh,Industrial,16.8,10379907,174382437.6,2023,47.8,3.3,107.0,No,No,Mixed Use,9.7,2,60,51,4.36,88,4,4.16,82,95,2026-05-29
L03841,Bengaluru,Karnataka,Bengaluru Urban,Commercial,8.25,8968142,73987171.5,2025,6.5,35.2,72.3,No,Yes,Commercial,19.1,1,79,118,2.97,89,2,11.91,57,86,2026-05-29
L03842,Hyderabad,Telangana,Hyderabad,Agricultural,18.31,833189,15255690.59,2018,14.0,15.5,41.9,No,No,Commercial,17.48,3,54,25,5.12,79,1,3.37,60,84,2026-05-29
L03843,Sambalpur,Odisha,Sambalpur,Agricultural,8.68,3941484,34212081.12,2017,26.9,46.7,36.7,No,No,Residential,18.11,1,99,128,3.65,60,4,7.85,74,86,2026-05-29
L03844,Puri,Odisha,Puri,Industrial,5.78,7157195,41368587.1,2016,40.6,5.2,36.9,No,No,Mixed Use,17.96,3,64,93,2.11,82,2,6.63,80,98,2026-05-29
L03845,Sambalpur,Odisha,Sambalpur,Residential,19.81,14243500,282163735.0,2018,21.7,23.3,76.7,Yes,Yes,Industrial,20.26,5,69,49,2.2,81,1,5.54,72,59,2026-05-29
L03846,Bhubaneswar,Odisha,Khordha,Agricultural,4.24,1978088,8387093.12,2015,41.6,21.1,4.6,No,Yes,Industrial,23.16,5,45,49,0.89,66,2,9.09,60,56,2026-05-29
L03847,Bhubaneswar,Odisha,Khordha,Residential,6.45,1132102,7302057.9,2016,17.9,8.1,65.8,Yes,No,Mixed Use,6.11,1,59,41,2.59,84,1,1.25,90,93,2026-05-29
L03848,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Agricultural,11.91,2287500,27244125.0,2018,12.8,13.4,31.7,No,No,Agricultural,22.26,2,77,91,1.87,86,1,7.13,69,84,2026-05-29
L03849,Pune,Maharashtra,Pune,Agricultural,18.24,11416940,208244985.6,2021,29.6,62.5,9.9,Yes,Yes,Agricultural,5.11,4,85,91,4.87,56,1,1.12,80,88,2026-05-29
L03850,Hyderabad,Telangana,Hyderabad,Commercial,4.14,12279557,50837365.98,2025,38.0,43.6,9.3,Yes,Yes,Commercial,16.03,3,53,81,1.15,49,1,7.52,68,52,2026-05-29
L03851,Puri,Odisha,Puri,Agricultural,18.39,11149484,205039010.76,2026,27.4,33.3,53.5,Yes,Yes,Commercial,17.04,1,81,70,2.63,61,3,7.12,97,46,2026-05-29
L03852,Puri,Odisha,Puri,Agricultural,6.87,11580648,79559051.76,2018,46.4,36.1,103.1,Yes,Yes,Industrial,24.81,4,85,118,2.21,76,2,3.59,56,50,2026-05-29
L03853,Bengaluru,Karnataka,Bengaluru Urban,Agricultural,23.56,626249,14754426.44,2025,34.7,5.4,20.2,Yes,No,Industrial,19.02,2,44,123,2.31,53,5,4.33,45,40,2026-05-29
L03854,Puri,Odisha,Puri,Residential,18.63,13340340,248530534.2,2020,43.6,53.6,4.8,Yes,No,Residential,19.09,1,93,67,1.58,84,2,9.53,59,46,2026-05-29
L03855,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Agricultural,6.88,2778038,19112901.44,2016,15.2,38.4,76.9,Yes,Yes,Commercial,10.92,1,61,76,4.13,88,1,7.67,95,47,2026-05-29
L03856,Chennai,Tamil Nadu,Chennai,Agricultural,13.57,5911042,80212839.94,2018,13.4,19.3,77.7,No,Yes,Agricultural,17.39,5,98,29,4.25,73,3,1.73,60,80,2026-05-29
L03857,Chennai,Tamil Nadu,Chennai,Agricultural,20.22,8249671,166808347.62,2021,28.3,9.7,100.2,Yes,No,Residential,24.01,4,43,34,4.95,76,4,8.39,97,62,2026-05-29
L03858,Puri,Odisha,Puri,Commercial,16.28,14926658,243005992.24,2016,5.2,42.3,43.2,No,Yes,Industrial,12.34,1,74,42,5.53,86,4,10.22,94,91,2026-05-29
L03859,Hyderabad,Telangana,Hyderabad,Commercial,22.2,2313205,51353151.0,2021,47.9,49.7,66.7,Yes,Yes,Residential,15.94,2,73,137,3.66,71,5,9.05,45,61,2026-05-29
L03860,Bhubaneswar,Odisha,Khordha,Residential,19.54,3816909,74582401.86,2026,10.6,64.2,16.0,Yes,No,Mixed Use,12.97,4,53,111,4.8,80,2,5.22,54,90,2026-05-29
L03861,Chennai,Tamil Nadu,Chennai,Agricultural,18.97,9442688,179127791.36,2020,24.0,27.7,75.5,Yes,Yes,Commercial,10.53,4,80,145,2.48,81,5,10.1,59,72,2026-05-29
L03862,Cuttack,Odisha,Cuttack,Agricultural,23.96,9131835,218798766.6,2021,9.6,40.4,99.0,No,No,Residential,13.77,2,41,146,2.84,64,1,1.23,78,54,2026-05-29
L03863,Cuttack,Odisha,Cuttack,Industrial,11.16,13455407,150162342.12,2016,28.1,58.9,78.9,No,No,Residential,12.35,3,51,149,4.32,46,4,4.8,82,46,2026-05-29
L03864,Chennai,Tamil Nadu,Chennai,Residential,6.36,6649894,42293325.84,2015,28.8,71.6,33.5,No,Yes,Agricultural,21.54,5,56,114,2.11,66,5,4.59,82,46,2026-05-29
L03865,Rourkela,Odisha,Sundargarh,Residential,23.48,6954934,163301850.32,2025,46.8,17.1,34.0,Yes,No,Commercial,17.11,4,92,61,1.32,77,3,8.63,87,74,2026-05-29
L03866,Hyderabad,Telangana,Hyderabad,Residential,22.0,1057609,23267398.0,2025,7.2,46.5,103.7,Yes,No,Agricultural,22.05,3,95,58,2.92,61,5,4.54,45,80,2026-05-29
L03867,Cuttack,Odisha,Cuttack,Commercial,5.06,9050219,45794108.14,2018,28.4,65.5,20.6,Yes,No,Commercial,19.45,2,81,75,0.84,63,5,9.53,80,98,2026-05-29
L03868,Sambalpur,Odisha,Sambalpur,Residential,15.42,12314141,189884054.22,2016,28.5,32.8,80.1,No,No,Commercial,15.01,3,94,78,5.93,57,4,2.08,71,92,2026-05-29
L03869,Cuttack,Odisha,Cuttack,Commercial,20.61,8902010,183470426.1,2024,37.1,21.5,40.0,Yes,No,Industrial,20.19,3,95,81,2.53,65,4,4.84,61,51,2026-05-29
L03870,Sambalpur,Odisha,Sambalpur,Commercial,22.67,2901637,65780110.79,2018,31.1,76.9,48.7,Yes,No,Industrial,18.64,3,48,22,2.52,66,2,10.92,84,94,2026-05-29
L03871,Pune,Maharashtra,Pune,Commercial,1.42,12679430,18004790.6,2023,30.2,24.7,6.7,Yes,No,Agricultural,19.67,1,90,125,1.1,92,1,9.66,92,73,2026-05-29
L03872,Sambalpur,Odisha,Sambalpur,Residential,5.43,6655991,36142031.13,2026,27.1,4.5,108.9,Yes,Yes,Mixed Use,24.16,1,66,123,5.77,51,4,8.9,97,91,2026-05-29
L03873,Sambalpur,Odisha,Sambalpur,Agricultural,19.4,14467596,280671362.4,2018,35.5,77.0,15.7,No,Yes,Commercial,10.86,2,68,63,2.38,78,3,3.25,52,76,2026-05-29
L03874,Chennai,Tamil Nadu,Chennai,Commercial,23.5,10176708,239152638.0,2015,36.6,36.8,80.6,Yes,Yes,Industrial,8.34,2,58,135,1.82,66,4,4.75,99,69,2026-05-29
L03875,Cuttack,Odisha,Cuttack,Commercial,23.08,2664170,61489043.6,2015,48.4,19.7,2.5,No,No,Mixed Use,16.58,3,56,29,3.92,46,1,1.94,99,60,2026-05-29
L03876,Hyderabad,Telangana,Hyderabad,Agricultural,16.27,10916787,177616124.49,2022,49.0,55.9,87.1,Yes,No,Agricultural,24.35,2,75,85,0.86,66,1,7.09,42,79,2026-05-29
L03877,Sambalpur,Odisha,Sambalpur,Commercial,7.4,14309772,105892312.8,2017,8.7,15.0,82.3,No,Yes,Residential,22.4,2,79,135,1.16,43,5,11.49,54,61,2026-05-29
L03878,Rourkela,Odisha,Sundargarh,Residential,18.82,11629316,218863727.12,2021,13.1,7.5,93.3,No,Yes,Mixed Use,3.21,3,91,109,1.04,95,3,3.1,99,52,2026-05-29
L03879,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Residential,16.48,5650435,93119168.8,2026,46.8,4.4,44.4,Yes,No,Industrial,16.28,2,91,131,1.08,48,3,11.83,72,69,2026-05-29
L03880,Cuttack,Odisha,Cuttack,Commercial,19.12,14474170,276746130.4,2026,36.1,59.3,77.6,Yes,Yes,Industrial,6.19,3,45,26,2.28,89,5,10.12,93,79,2026-05-29
L03881,Hyderabad,Telangana,Hyderabad,Industrial,20.45,2135652,43674083.4,2020,35.5,58.5,18.5,No,Yes,Commercial,24.76,2,46,28,4.23,91,2,10.17,48,85,2026-05-29
L03882,Pune,Maharashtra,Pune,Commercial,5.1,14040439,71606238.9,2021,48.9,49.7,15.4,Yes,Yes,Commercial,12.12,3,94,72,2.78,77,5,8.42,70,67,2026-05-29
L03883,Chennai,Tamil Nadu,Chennai,Residential,20.59,11631529,239493182.11,2024,46.4,15.1,4.3,Yes,No,Industrial,14.39,3,54,31,1.99,94,4,4.76,77,94,2026-05-29
